unique_id,random,condition,county,age2014,attendees2014,sd2014,prop_fem_attend2014,prop_sd_fem2014,receiveletter,content_recruit,content_para,recruit_num,para_read,women_more,women_ideas,women_menbetter,women_toofar,gender,yearborn,religion,race,income,age,agecat,chair_survey,distance,distance_100,age2012,attendees2012,sd2012,prop_fem_attend2012,prop_sd_fem2012,pcfemale_2014,letter,Total_Running,Total_Female_Running,Total_Gave_Speach_Female,observed
20217,3339,Supply+Demand,Davis,59.7272720336914,45,3,0.348837196826935,0.333333343267441,3,NA,NA,NA,NA,2,4,2,2,1,37,3,5,8,57,5,1,34,0.340000003576279,57.5153846740723,142,3,0.455882340669632,0,0,1,NA,NA,NA,0
30384,958,Control,Millard,60.8653831481934,53,2,0.428571432828903,0,4,NA,NA,NA,NA,3,4,2,3,1,36,3,5,2,56,5,1,133,1.33000004291534,58.4952392578125,123,1,0.473684221506119,0,0,1,NA,NA,NA,0
30441,8860,Supply,Millard,50.4444427490234,19,1,0.294117659330368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,1.32000005245209,60.5925941467285,30,1,0.344827592372894,0,0,1,NA,NA,NA,0
11345,5593,Control,Box Elder,64.5882339477539,19,1,0.470588237047195,0,1,3,3,NA,NA,3,4,3,3,1,38,3,5,3,58,5,1,95,0.949999988079071,58.78125,34,1,0.454545468091965,0,0,1,NA,NA,NA,0
11384,6938,Supply+Demand,Box Elder,53.9166679382324,25,3,0.666666686534882,0.666666686534882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0.939999997615814,56.3559303283691,64,3,0.548387110233307,0.666666686534882,1,1,NA,NA,NA,0
30494,8184,Control,Millard,46.4285697937012,16,1,0.538461565971375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,1.39999997615814,50.9000015258789,28,1,0.555555582046509,0,0,0,NA,NA,NA,0
92652,7454,Supply+Demand,Wayne,57.5,11,1,0.600000023841858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,1.87000000476837,55.2142868041992,16,1,0.5625,0,0,1,NA,NA,NA,0
25897,8263,Supply,Duchesne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0.980000019073486,59.5,12,1,0.333333343267441,1,0,1,NA,NA,NA,0
70726,9494,Control,Summit,50.470588684082,22,2,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.490000009536743,47.8095245361328,25,2,0.5,0,0,1,NA,NA,NA,0
68278,4908,Supply,Sanpete,55.1714286804199,71,4,0.430769234895706,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,0.829999983310699,51.4651145935059,109,5,0.419047623872757,0,0,0,NA,NA,NA,0
92964,7677,Supply+Demand,Weber,52.7272720336914,11,1,0.545454561710358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0.550000011920929,55.6909103393555,63,2,0.491525411605835,0,0,1,NA,NA,NA,0
93059,2138,Demand,Weber,52,5,2,0.200000002980232,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.529999971389771,59.2820510864258,43,2,0.5,0.5,0,1,NA,NA,NA,0
93085,2574,Demand,Weber,51.8076934814453,26,3,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0.560000002384186,54.4680862426758,47,2,0.47826087474823,0,0,1,NA,NA,NA,0
93139,2604,Control,Weber,47,17,1,0.470588237047195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0.560000002384186,52.4032249450684,71,3,0.471428573131561,0.333333343267441,0,1,NA,NA,NA,0
68284,8131,Supply+Demand,Sanpete,49.8666648864746,19,0,0.428571432828903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0.850000023841858,56.1666679382324,65,1,0.435483872890472,1,0,1,NA,NA,NA,0
71843,2627,Control,Tooele,54.2142868041992,17,3,0.461538463830948,1,3,NA,NA,NA,NA,3,4,1,3,1,33,3,5,5,53,4,1,49,0.490000009536743,54.3538475036621,70,2,0.391304343938828,0,0,1,NA,NA,NA,0
71891,6356,Supply+Demand,Tooele,51.7631568908691,38,3,0.459459453821182,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.479999989271164,49.5528450012207,133,3,0.503875970840454,0,0,0,NA,NA,NA,0
72003,867,Demand,Tooele,51.875,35,2,0.466666668653488,0,1,1,1,1,1,4,4,3,2,2,26,3,2,6,46,4,1,47,0.469999998807907,50.4222221374512,50,2,0.419999986886978,0.5,1,1,NA,NA,NA,0
72019,1756,Supply+Demand,Tooele,61,25,2,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,0.490000009536743,63.9459457397461,40,2,0.472222208976746,0,0,1,NA,NA,NA,0
72163,562,Demand,Tooele,59.5,38,4,0.444444447755814,0.5,3,NA,NA,NA,NA,4,4,2,3,1,51,3,5,4,71,6,1,47,0.469999998807907,62.4150924682617,55,2,0.529411792755127,0,0,1,NA,NA,NA,0
72280,5631,Control,Tooele,51.5897445678711,40,3,0.378378391265869,0,1,2,3,1,NA,3,4,3,3,1,37,7,5,4,57,5,1,49,0.490000009536743,48.2678565979004,65,1,0.426229506731033,0,0,1,NA,NA,NA,0
11402,3248,Supply+Demand,Box Elder,53.6176452636719,34,2,0.433333337306976,0,1,1,1,3,1,3,4,2,2,1,45,6,5,3,65,6,1,88,0.879999995231628,55.3518524169922,55,2,0.538461565971375,0,0,1,NA,NA,NA,0
30528,4067,Supply,Millard,52.7999992370605,5,1,0.200000002980232,0,1,1,1,2,1,3,4,1,4,1,14,5,5,2,34,2,1,216,2.16000008583069,59.0999984741211,10,1,0.400000005960464,0,0,1,NA,NA,NA,0
11418,1227,Demand,Box Elder,50.125,33,2,0.419354826211929,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,0.870000004768372,52.4411773681641,81,2,0.468354433774948,0,0,1,NA,NA,NA,0
11500,2767,Control,Box Elder,56.5789489746094,20,1,0.421052634716034,0,1,2,3,4,NA,3,4,2,4,1,46,3,5,4,66,6,1,89,0.889999985694885,58.1749992370605,45,1,0.5,0,0,1,NA,NA,NA,0
11537,6684,Demand,Box Elder,49.3333320617676,4,0,0.666666686534882,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,227,2.26999998092651,57.7142868041992,8,1,0.714285731315613,1,0,1,NA,NA,NA,0
76997,3434,Demand,Utah,52.6363639831543,34,2,0.516129016876221,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0.560000002384186,58.1142845153809,95,0,0.477272719144821,NA,0,1,NA,NA,NA,0
29992,929,Supply+Demand,Kane,63.5666656494141,33,1,0.428571432828903,0,1,1,1,3,1,3,3,3,3,2,45,3,5,5,65,6,1,275,2.75,60.075756072998,69,2,0.454545468091965,0,1,1,NA,NA,NA,0
74485,5101,Supply,Uintah,49.453125,67,3,0.459016382694244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,1.74000000953674,51.8405799865723,75,2,0.450704216957092,0,0,1,NA,NA,NA,0
35452,2634,Supply+Demand,Salt Lake,59,16,1,0.428571432828903,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.0500000007450581,61.638298034668,54,1,0.470588237047195,0,1,1,NA,NA,NA,0
35468,6080,Control,Salt Lake,56.8181800842285,12,1,0.222222223877907,NA,1,3,3,NA,NA,3,4,2,3,1,43,3,5,7,63,5,1,6,0.0599999986588955,56.0303039550781,33,1,0.484848499298096,0,0,1,NA,NA,NA,0
35508,9734,Supply+Demand,Salt Lake,62.5,2,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0299999993294477,49.7777786254883,11,1,0.600000023841858,1,0,1,NA,NA,NA,0
35512,643,Demand,Salt Lake,58,3,2,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.0599999986588955,67,3,1,0,0,0,1,NA,NA,NA,0
35531,8410,Control,Salt Lake,68.4166641235352,12,2,0.5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.0500000007450581,63.9166679382324,13,1,0.454545468091965,NA,0,1,NA,NA,NA,0
35549,3946,Supply,Salt Lake,53.5,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.0700000002980232,62.9090919494629,12,1,0.5,0,0,1,NA,NA,NA,0
35577,5041,Demand,Salt Lake,53.8888893127441,9,1,0.444444447755814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.0500000007450581,61.3636360168457,24,1,0.571428596973419,0,1,1,NA,NA,NA,0
77013,1509,Supply,Utah,56.6666679382324,3,1,0.333333343267441,0,3,NA,NA,NA,NA,3,4,2,3,2,46,3,5,6,66,6,1,60,0.600000023841858,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0
77021,9907,Supply+Demand,Utah,45.5454559326172,11,1,0.555555582046509,0,3,NA,NA,NA,NA,3,2,1,3,1,35,3,5,4,55,5,1,60,0.600000023841858,64,3,0,0.333333343267441,NA,0,1,NA,NA,NA,0
10222,5929,Demand,Beaver,47.3333320617676,9,1,0.444444447755814,1,1,1,1,2,2,4,4,2,2,2,30,3,5,5,50,4,1,187,1.87000000476837,41.3636360168457,14,1,0.384615391492844,1,1,1,NA,NA,NA,0
74459,3720,Demand,Uintah,50.4347839355469,23,2,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,1.74000000953674,53.2448997497559,51,1,0.5,1,0,1,NA,NA,NA,0
35583,9407,Control,Salt Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
68297,2658,Control,Sanpete,55.4117660522461,36,4,0.5,0.333333343267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1.12999999523163,59.1219520568848,100,5,0.484210520982742,0.75,0,1,NA,NA,NA,0
20342,2947,Control,Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
20361,1325,Control,Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
92668,8954,Supply+Demand,Wayne,52.8947372436523,20,1,0.588235318660736,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,2.19000005722046,54.3181800842285,41,1,0.5,0,0,1,NA,NA,NA,0
27010,6956,Demand,Garfield,64.3333358764648,9,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1.20000004768372,66.0800018310547,25,1,0.458333343267441,0,0,1,NA,NA,NA,0
27023,977,Supply,Garfield,57,14,1,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,2.69000005722046,55.238094329834,21,0,0.315789461135864,NA,0,1,NA,NA,NA,0
71328,8110,Control,Summit,50.3333320617676,3,1,0.666666686534882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0.360000014305115,50.1111106872559,20,1,0.550000011920929,1,0,0,NA,NA,NA,0
70624,2718,Control,Summit,54.4074058532715,29,1,0.60869562625885,NA,3,NA,NA,NA,NA,3,4,2,2,2,48,3,5,2,68,6,1,58,0.579999983310699,56.96875,32,1,0.482758611440659,NA,1,1,NA,NA,NA,0
35614,734,Supply,Salt Lake,42.5862083435059,32,3,0.28571429848671,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.119999997317791,48.2976188659668,88,2,0.440476179122925,0.5,0,1,NA,NA,NA,0
35622,1262,Demand,Salt Lake,48.6111106872559,39,3,0.416666656732559,0.333333343267441,1,1,1,1,2,4,4,2,3,2,19,3,5,6,39,3,1,11,0.109999999403954,46.5545463562012,120,5,0.413793116807938,0,1,1,NA,NA,NA,0
35680,8938,Supply+Demand,Salt Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.109999999403954,32.3333320617676,3,1,0.666666686534882,0,1,1,NA,NA,NA,0
35698,271,Supply+Demand,Salt Lake,43.1739120483398,25,2,0.368421047925949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.150000005960464,50.2083320617676,51,2,0.382978737354279,0,0,1,NA,NA,NA,0
35701,7921,Supply,Salt Lake,41.7837829589844,40,2,0.382352948188782,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.180000007152557,42.2111129760742,100,1,0.484210520982742,1,0,1,NA,NA,NA,0
35764,5580,Supply+Demand,Salt Lake,45.6458320617676,51,2,0.361702114343643,0,3,NA,NA,NA,NA,1,4,1,4,1,21,3,5,5,41,3,1,16,0.159999996423721,42.1666679382324,94,5,0.454545468091965,0,0,1,NA,NA,NA,0
35793,2515,Demand,Salt Lake,43,19,3,0.352941185235977,0.333333343267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.159999996423721,46.8974342346191,43,1,0.487804889678955,1,0,1,NA,NA,NA,0
35803,1891,Control,Salt Lake,46.3559303283691,68,3,0.392857134342194,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0.150000005960464,46.4444427490234,68,3,0.53125,0,1,1,NA,NA,NA,0
35819,3111,Supply+Demand,Salt Lake,43.8709678649902,32,2,0.379310339689255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0.159999996423721,45.2799987792969,69,2,0.462686568498611,0.5,0,1,NA,NA,NA,0
35835,1558,Demand,Salt Lake,45.8823547363281,37,2,0.400000005960464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.150000005960464,42.7777786254883,82,2,0.430379748344421,0,1,1,NA,NA,NA,0
35916,9936,Control,Salt Lake,46.8888893127441,11,2,0.5,0.5,1,3,3,NA,NA,4,4,2,3,2,24,3,5,4,44,3,1,15,0.150000005960464,44.847827911377,50,2,0.489795923233032,0.5,1,1,NA,NA,NA,0
36005,720,Control,Salt Lake,46.6818199157715,24,3,0.5,0.666666686534882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.159999996423721,46.6730766296387,64,3,0.449999988079071,0.333333343267441,0,1,NA,NA,NA,0
36033,7680,Supply,Salt Lake,41.3846168518066,43,3,0.457142859697342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.159999996423721,47.7260284423828,83,2,0.467532455921173,0,1,1,NA,NA,NA,0
36067,2246,Control,Salt Lake,45.8333320617676,44,3,0.405405402183533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.159999996423721,47.8181800842285,80,1,0.461538463830948,0,0,1,NA,NA,NA,0
36080,6648,Demand,Salt Lake,53.5,2,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,2,1,0.5,0,NA,0,NA,NA,NA,0
36098,3026,Control,Salt Lake,43.7999992370605,5,1,0.800000011920929,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.159999996423721,60,4,1,0.5,0,1,1,NA,NA,NA,0
36131,9836,Demand,Salt Lake,41.7142868041992,8,2,0.428571432828903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
36183,9547,Supply,Salt Lake,51.1111106872559,18,2,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.159999996423721,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0
36196,4945,Supply,Salt Lake,41.7777786254883,9,2,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
36257,9955,Supply,Salt Lake,49.1538467407227,14,2,0.538461565971375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
36288,484,Supply+Demand,Salt Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
70551,3449,Demand,Summit,64.5,4,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0.310000002384186,53,14,0,0.142857149243355,NA,0,1,NA,NA,NA,0
77078,6807,Supply+Demand,Utah,47.2413787841797,29,3,0.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.180000007152557,46.5882339477539,54,0,0.419999986886978,NA,0,1,NA,NA,NA,0
77097,507,Supply+Demand,Utah,52.6551742553711,31,4,0.360000014305115,0.75,1,1,3,3,NA,3,4,2,3,1,40,3,5,8,60,5,1,19,0.189999997615814,56.4700012207031,120,0,0.570175409317017,NA,0,1,5,4,4,1
77169,3274,Control,Utah,48.9803924560547,53,4,0.400000005960464,0,1,3,3,NA,NA,4,4,1,1,1,26,3,5,8,46,4,1,18,0.180000007152557,55.0793647766113,64,0,0.444444447755814,NA,0,1,8,1,1,1
77202,3435,Supply+Demand,Utah,47.5454559326172,35,3,0.466666668653488,0.5,1,2,1,1,2,5,4,1,2,2,43,3,5,8,63,5,1,18,0.180000007152557,NA,NA,NA,NA,NA,1,1,4,2,2,1
77218,2751,Supply+Demand,Utah,51.2249984741211,40,5,0.435897439718246,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8888893127441,90,1,0.471264362335205,0,NA,0,NA,NA,NA,0
77239,8062,Supply,Utah,55.5348854064941,46,3,0.365853667259216,0.333333343267441,1,1,1,2,2,3,3,3,3,1,40,7,5,3,60,5,1,20,0.200000002980232,57.1666679382324,62,0,0.467741936445236,NA,0,1,11,3,3,1
77241,7832,Demand,Utah,54.3949584960938,130,4,0.525862097740173,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.180000007152557,54.0869560241699,115,0,0.495575219392776,NA,0,1,NA,NA,NA,0
77273,8590,Control,Utah,45.8823547363281,40,2,0.5,0,3,NA,NA,NA,NA,5,5,1,1,2,22,3,5,8,42,3,1,19,0.189999997615814,43.9117660522461,37,0,0.388888895511627,NA,1,1,2,1,0,1
77327,3284,Demand,Utah,54.4714279174805,71,4,0.46875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.189999997615814,52.7948722839355,39,0,0.416666656732559,NA,0,1,9,0,0,1
77336,4136,Control,Utah,44.529411315918,17,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.200000002980232,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0
89034,6936,Demand,Washington,50.3333320617676,5,0,0.333333343267441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,3.01999998092651,59,8,1,0.714285731315613,0,0,0,NA,NA,NA,0
30544,5510,Supply+Demand,Millard,63.6666679382324,28,1,0.444444447755814,0,1,1,1,2,1,5,4,2,2,1,41,3,5,6,61,5,1,127,1.26999998092651,58.0555572509766,38,1,0.473684221506119,0,0,1,NA,NA,NA,0
36316,5916,Supply+Demand,Salt Lake,47.9000015258789,11,2,0.400000005960464,0,1,2,1,2,1,3,4,3,3,1,61,3,5,4,81,6,1,11,0.109999999403954,58.375,8,3,0.571428596973419,0.5,0,1,NA,NA,NA,0
36328,8990,Supply,Salt Lake,56.2666664123535,15,2,0.533333361148834,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.119999997317791,58.1666679382324,6,2,0.200000002980232,0.5,0,1,NA,NA,NA,0
36359,5146,Supply+Demand,Salt Lake,45.625,9,1,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.129999995231628,51.75,4,2,0.25,0,0,1,NA,NA,NA,0
36371,4698,Demand,Salt Lake,51.8181800842285,11,1,0.272727280855179,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.109999999403954,58.9428558349609,40,2,0.526315808296204,0.5,0,1,NA,NA,NA,0
36424,2935,Demand,Salt Lake,55.769229888916,13,2,0.461538463830948,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.119999997317791,48.5,6,2,0.16666667163372,0,0,1,NA,NA,NA,0
36453,6349,Control,Salt Lake,55.3333320617676,10,2,0.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.129999995231628,58.875,8,2,0.428571432828903,0,1,1,NA,NA,NA,0
36469,5482,Supply+Demand,Salt Lake,57.6666679382324,15,1,0.466666668653488,0,1,1,1,3,1,4,3,3,3,1,NA,3,5,4,NA,NA,1,11,0.109999999403954,56.5517234802246,36,2,0.571428596973419,0,0,1,NA,NA,NA,0
36545,2028,Control,Salt Lake,61.8095245361328,21,1,0.523809552192688,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.0900000035762787,62.3673477172852,51,1,0.530612230300903,1,0,1,NA,NA,NA,0
36597,6066,Supply,Salt Lake,52.375,8,2,0.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.109999999403954,61.96875,37,2,0.555555582046509,1,1,1,NA,NA,NA,0
36610,5835,Supply+Demand,Salt Lake,54.6153831481934,14,2,0.333333343267441,0,4,NA,NA,NA,NA,1,5,2,2,1,20,3,5,8,40,3,1,13,0.129999995231628,60.2461547851562,82,1,0.386666655540466,1,0,1,NA,NA,NA,0
36634,1145,Supply+Demand,Salt Lake,66.6666641235352,12,1,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.119999997317791,62.034481048584,29,2,0.517241358757019,0,0,1,NA,NA,NA,0
36647,7840,Control,Salt Lake,65.8888854980469,9,1,0.333333343267441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,57.4634132385254,48,2,0.45652174949646,0.5,0,1,NA,NA,NA,0
36675,8862,Demand,Salt Lake,63.1875,16,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,59.6170196533203,57,1,0.415094345808029,0,0,1,NA,NA,NA,0
36699,6350,Supply,Salt Lake,60.7777786254883,8,2,0.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,60.9444427490234,20,1,0.631578922271729,1,0,1,NA,NA,NA,0
36794,2229,Supply,Salt Lake,70.8571395874023,7,0,0.714285731315613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,70.1956558227539,50,2,0.519999980926514,0,1,1,NA,NA,NA,0
36804,6783,Supply,Salt Lake,68.7647094726562,17,2,0.411764711141586,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,66.0169525146484,64,2,0.476190477609634,0,0,1,NA,NA,NA,0
36815,5036,Supply,Salt Lake,58.7777786254883,19,2,0.470588237047195,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.0900000035762787,56.4050636291504,85,3,0.530120491981506,0,0,1,NA,NA,NA,0
36858,6551,Control,Salt Lake,65.470588684082,19,2,0.4375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.100000001490116,60.4677429199219,70,2,0.52238804101944,0,0,1,NA,NA,NA,0
36870,4594,Control,Salt Lake,64,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.109999999403954,63.6153831481934,14,1,0.28571429848671,0,0,1,NA,NA,NA,0
36955,850,Demand,Salt Lake,62.3333320617676,21,1,0.555555582046509,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,58.7317085266113,49,2,0.4375,0.5,0,1,NA,NA,NA,0
36964,3405,Demand,Salt Lake,47.125,9,1,0.428571432828903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.100000001490116,61.3555564880371,52,2,0.404255330562592,0,0,1,NA,NA,NA,0
36993,4204,Supply,Salt Lake,67,11,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0799999982118607,59.25,5,1,0.400000005960464,0,0,1,NA,NA,NA,0
37001,2980,Control,Salt Lake,62.5263175964355,21,2,0.421052634716034,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.0900000035762787,59.7560958862305,46,3,0.533333361148834,0.666666686534882,1,1,NA,NA,NA,0
