ID,age,female,pre_score,noise,Y_Z_0,Y_Z_1,Z,Z_cond_prob,Y
485,31,1,68,-10.820507729464907,44,49,0,0.6,44
486,55,0,31,2.4105267970246875,45,47,1,0.4,47
487,34,1,60,15.702267583502923,68,72,1,0.4,72
488,54,0,55,-6.800106703959605,48,52,0,0.6,48
489,46,0,51,0.34205914249599684,49,52,1,0.4,52
490,27,1,54,-3.767665383518902,42,46,1,0.4,46
491,62,0,64,8.130208941991249,71,76,1,0.4,76
492,39,0,45,4.558176279710011,47,50,0,0.6,47
493,59,1,45,19.164769947998604,76,79,1,0.4,79
494,53,0,12,-4.160109594747894,28,28,1,0.4,28
495,62,0,42,18.122387003611443,70,73,0,0.6,70
496,42,0,65,-3.054726748419574,50,55,0,0.6,50
497,19,1,12,10.821814987935468,31,31,1,0.4,31
498,35,1,31,6.246953370306819,44,46,0,0.6,44
499,53,1,110,-1.6254364600418427,85,94,0,0.6,85
500,51,1,89,-4.55843313871618,70,78,0,0.6,70
